date,temp,humidity,pressure,wind_speed,temp_rolling_3,humidity_rolling_3,temp_category,rain_target,temp_next_day,month,day_of_year,season
2020-01-01,7.763973710982024,81.88041632428195,1002.8225790426917,16.38743139546345,7.763973710982024,81.88041632428195,Cool,1,4.640953371559226,1,1,1
2020-01-02,4.640953371559226,83.14538223038186,1008.4175080541952,14.934909884252775,6.202463541270625,82.51289927733191,Cool,1,8.626935862917154,1,2,1
2020-01-03,8.626935862917154,67.73010034224127,1004.0392840843228,21.72689176931763,7.010620981819468,77.5852996323017,Cool,0,13.06419045426752,1,3,1
2020-01-04,13.06419045426752,80.16700285585186,1014.6562707041918,17.09657834336044,8.777359896247965,77.01416180949167,Cool,0,4.343134061560496,1,4,1
2020-01-05,4.343134061560496,95.1567237874372,1030.9576779719287,20.516107463409714,8.678086792915057,81.0179423285101,Cool,0,4.412368457169586,1,5,1
2020-01-06,4.412368457169586,75.05149458064726,1001.434367642882,14.990971000198217,7.2732309909992,83.45840707464544,Cool,1,13.552541678658374,1,6,1
2020-01-07,13.552541678658374,93.70855567117674,1028.0123074665262,15.55538127022569,7.4360147324628185,87.97225801308707,Cool,0,9.571325901337241,1,7,1
2020-01-08,9.571325901337241,90.09208526017476,1001.2749189147967,15.65608537932724,9.178745345721733,86.28404517066626,Cool,1,3.468682258918101,1,8,1
2020-01-09,3.468682258918101,80.92332565083056,1000.2855918125467,16.194643531903402,8.864183279637905,88.24132219406067,Cool,1,8.614959348801392,1,9,1
2020-01-10,8.614959348801392,84.27722395222084,1025.2789192751482,19.570900692183734,7.2183225030189115,85.09754495440872,Cool,0,3.675353103593811,1,10,1
2020-01-11,3.675353103593811,100.0,1026.8290456701143,16.135194203089245,5.2529982371044355,88.40018320101713,Cool,0,3.758225978460766,1,11,1
2020-01-12,3.758225978460766,95.45636514582829,1025.7711490514398,15.324640760397614,5.349512810285323,93.24452969934971,Cool,0,7.3952420420806515,1,12,1
2020-01-13,7.3952420420806515,86.39021552794115,993.2630388767279,14.806451437576344,4.9429403747117435,93.94886022458981,Cool,1,-3.2783210460689958,1,13,1
2020-01-14,-3.2783210460689958,89.26232735342465,1006.0107353289193,14.819127883044358,2.625048991490808,90.3696360090647,Cold,1,-2.2297963546047033,1,14,1
2020-01-15,-2.2297963546047033,91.88098888181895,1025.3448288800498,18.817008263484766,0.6290415471356514,89.1778439210616,Cold,0,3.694099309011488,1,15,1
2020-01-16,3.694099309011488,83.03531476607122,1013.6231276084584,16.26345111961484,-0.6046726972207365,88.05954366710493,Cool,0,1.5561242014346535,1,16,1
2020-01-17,1.5561242014346535,68.17444284209253,996.8946073070381,18.345771993399737,1.0068090519471466,81.03024882999424,Cool,0,8.310224013825916,1,17,1
2020-01-18,8.310224013825916,100.0,1019.8747690868817,17.860159157782103,4.5201491747573534,83.73658586938792,Cool,0,2.321504045230302,1,18,1
2020-01-19,2.321504045230302,90.39249796937885,1002.2778911151279,14.81579319813612,4.062617420163625,86.18898027049046,Cool,1,-0.07336382762041094,1,19,1
2020-01-20,-0.07336382762041094,94.01815456503559,1039.9178727258832,14.79984158473846,3.5194547438119366,94.80355084480482,Cold,0,14.446784470470728,1,20,1
2020-01-21,14.446784470470728,82.19753026599555,1036.1726219362738,18.517501866651923,5.564974896026874,88.86939426680333,Cool,0,6.123862124654405,1,21,1
2020-01-22,6.123862124654405,79.58690093042692,1022.0614613953335,18.081602213282217,6.832427589168241,85.2675285871527,Cool,0,7.7283649389224465,1,22,1
2020-01-23,7.7283649389224465,84.27657272105107,1033.4151005715466,15.627685983855935,9.433003844682528,82.02033463915784,Cool,0,0.4086996734455983,1,23,1
2020-01-24,0.4086996734455983,73.8017025413341,1013.9718702518508,14.397604049512669,4.753642245674151,79.22172539760403,Cool,0,4.955938077837874,1,24,1
2020-01-25,4.955938077837874,100.0,1024.4815624156251,14.14389816171665,4.36433423006864,86.02609175412839,Cool,0,8.381527063438913,1,25,1
2020-01-26,8.381527063438913,73.46411648405659,1035.1658044295311,15.077388774556992,4.582054938240796,82.42193967513022,Cool,0,2.224615790268338,1,26,1
2020-01-27,2.224615790268338,78.56802926639403,1016.6824802269147,14.034600626953157,5.187360310515042,84.01071525015021,Cool,0,10.014305240376702,1,27,1
2020-01-28,10.014305240376702,80.59025533594765,1009.1721924272857,14.739105528895474,6.873482698027985,77.54080036213276,Cool,1,5.292368784344343,1,28,1
2020-01-29,5.292368784344343,100.0,987.4306706273433,15.533079514270485,5.8437632716631285,86.38609486744723,Cool,1,7.00030884777455,1,29,1
2020-01-30,7.00030884777455,86.64493556873926,1011.7529971141776,14.235404608245958,7.435660957498533,89.07839696822896,Cool,0,5.616879811674579,1,30,1
2020-01-31,5.616879811674579,74.83020213385808,1025.3513477684346,14.121903777331532,5.969852481264492,87.15837923419912,Cool,0,18.056809607096362,1,31,1
2020-02-01,18.056809607096362,93.5149788040252,1027.1845014135145,20.53759852776885,10.224666088848497,84.99670550220752,Warm,0,8.90125853185055,2,32,1
2020-02-02,8.90125853185055,92.85937700192954,1020.5654759857762,16.31891511686815,10.858315983540498,87.06818597993761,Cool,0,3.856784780781812,2,33,1
2020-02-03,3.856784780781812,93.45595718177361,1004.8805135755664,21.793306672829893,10.271617639909577,93.27677099590944,Cool,1,13.437875226289325,2,34,1
2020-02-04,13.437875226289325,90.43840479856374,983.3476764657861,14.831429586115888,8.73197284630723,92.2512463274223,Cool,1,3.4039068443701845,2,35,1
2020-02-05,3.4039068443701845,100.0,1005.5717735299289,16.888946971798653,6.899522283813774,94.63145399344579,Cool,1,10.738526466668773,2,36,1
2020-02-06,10.738526466668773,100.0,1008.4348269341907,14.122340062669124,9.193436179109428,96.81280159952125,Cool,1,0.0849950981069405,2,37,1
2020-02-07,0.0849950981069405,83.09034902091358,1008.3060654921497,16.261895945302903,4.742476136381968,94.36344967363785,Cool,1,3.4345504818736723,2,38,1
2020-02-08,3.4345504818736723,100.0,1022.2783453546689,13.72453111600727,4.752690682216463,94.36344967363785,Cool,0,11.254862763820897,2,39,1
2020-02-09,11.254862763820897,88.20425051567855,1042.7851461652226,13.249396225314126,4.9248027812671715,90.43153317886406,Cool,0,14.16084838662439,2,40,1
2020-02-10,14.16084838662439,87.9105339680653,1014.8529380276163,21.22131919145405,9.616753877439654,92.03826149458128,Cool,0,11.52614017933684,2,41,1
2020-02-11,11.52614017933684,67.3142215938983,1009.7490231626531,15.538564746417187,12.31395044326071,81.14300202588072,Cool,0,10.294605536331906,2,42,1
2020-02-12,10.294605536331906,83.14883957795209,1009.1116728049386,20.89183433879344,11.993864700764382,79.45786504663856,Cool,1,9.573581217642106,2,43,1
2020-02-13,9.573581217642106,77.0849734878133,1014.8657715036157,14.192271453858726,10.464775644436953,75.84934488655456,Cool,0,3.895385946355848,2,44,1
2020-02-14,3.895385946355848,96.33289517575517,1000.575593594774,14.09553728624827,7.921190900109953,85.52223608050684,Cool,1,7.900252613659692,2,45,1
2020-02-15,7.900252613659692,96.7606786971982,1014.8029783811909,14.369262450534618,7.123073259219216,90.05951578692223,Cool,0,9.410276447686767,2,46,1
2020-02-16,9.410276447686767,64.54999826599351,1019.762185044977,16.435121333575,7.068638335900769,85.88119071298229,Cool,0,17.215533558020084,2,47,1
2020-02-17,17.215533558020084,81.17188458094726,1016.1452909536173,15.192835578721885,11.508687539788847,80.827520514713,Warm,0,13.866857337359052,2,48,1
2020-02-18,13.866857337359052,94.285186379263,1019.8631290100717,20.402109512551657,13.497555781021967,80.0023564087346,Cool,0,3.5547350654047634,2,49,1
2020-02-19,3.5547350654047634,86.35584284416316,1019.506214140228,12.620665068910732,11.545708653594632,87.27097126812447,Cool,0,14.213786594574318,2,50,1
2020-02-20,14.213786594574318,90.18374315273648,986.4215497663033,16.163895918008095,10.545126332446044,90.27492412538754,Cool,1,10.89358099618159,2,51,1
2020-02-21,10.89358099618159,88.06486417818004,1022.5530523759311,13.596569525119246,9.554034218720224,88.20148339169323,Cool,0,9.662135934927443,2,52,1
2020-02-22,9.662135934927443,88.58553435206254,1002.9347773150632,12.913959116222255,11.589834508561117,88.94471389432636,Cool,1,16.33494131809818,2,53,1
2020-02-23,16.33494131809818,79.11937956026794,996.5624125549406,14.383619529380512,12.29688608306907,85.25659269683685,Warm,1,18.663363724223288,2,54,1
2020-02-24,18.663363724223288,68.50251009653125,996.4332225821751,14.273857107688652,14.88681365908297,78.7358080029539,Warm,0,18.398496556396243,2,55,1
2020-02-25,18.398496556396243,69.58545024755159,1019.503124157088,12.528028115432914,17.79893386623924,72.40244663478359,Warm,0,9.781592545797212,2,56,1
2020-02-26,9.781592545797212,92.20272887165456,1009.6613760916272,12.683989249656666,15.614484275472249,76.76356307191247,Cool,1,12.668987027089821,2,57,1
2020-02-27,12.668987027089821,83.86008904164392,987.7704682402189,13.501897530099868,13.616358709761093,81.88275605361669,Cool,1,16.110449013657725,2,58,1
